Time (yyyy-MM-dd hh:mm:ss),Elapsed Time (seconds),Sampling Interval (seconds),Temp (Celsius),Wet Bulb Temp. (Celsius),Rel. Hum. (%),Baro. (mb),Altitude (Meters),Altitude Baseline (Meters),AOG (Meters),Wind Speed (m/s),Mag. Dir. (Degrees),True Dir. (Degrees)
2023-01-13 16:21:08,2392.0,2.0,6.0,3.0,60.6,997.7,128,91.01667932300514,36.983320676994865,4.7,340,341
2023-01-13 16:21:10,2394.0,2.0,6.0,3.0,60.5,998.0,126,91.01373405618682,34.98626594381318,4.1,316,317
2023-01-13 16:21:12,2396.0,2.0,6.0,3.0,60.5,998.2,124,91.0107887893685,32.989211210631495,5.0,286,286
2023-01-13 16:21:14,2398.0,2.0,6.0,3.0,60.4,998.2,124,91.0078435225502,32.9921564774498,6.4,290,290
2023-01-13 16:21:16,2400.0,2.0,6.0,3.0,60.3,998.0,125,91.00489825573189,33.99510174426811,5.3,284,284
2023-01-13 16:21:18,2402.0,2.0,6.0,3.0,60.3,998.0,125,91.00195298891357,33.99804701108643,4.8,312,313
2023-01-13 16:21:20,2404.0,2.0,6.0,3.0,60.2,997.9,126,90.99900772209526,35.00099227790474,4.9,321,321
2023-01-13 16:21:22,2406.0,2.0,6.0,2.9,60.2,997.9,126,90.99606245527694,35.00393754472306,4.2,325,326
2023-01-13 16:21:24,2408.0,2.0,6.0,3.0,60.1,998.0,125,90.99311718845864,34.00688281154136,3.7,323,323
2023-01-13 16:21:26,2410.0,2.0,6.0,3.0,60.1,998.0,125,90.99017192164033,34.009828078359675,3.9,320,320
2023-01-13 16:21:28,2412.0,2.0,6.0,3.0,60.1,998.0,125,90.98722665482201,34.01277334517799,4.8,341,341
2023-01-13 16:21:30,2414.0,2.0,6.0,3.0,60.1,997.9,126,90.9842813880037,35.015718611996306,6.1,310,311
2023-01-13 16:21:32,2416.0,2.0,6.0,3.1,60.1,998.2,124,90.98133612118538,33.01866387881462,7.9,341,341
2023-01-13 16:21:34,2418.0,2.0,6.1,3.1,60.1,998.2,123,90.97839085436706,32.02160914563294,8.2,315,315
2023-01-13 16:21:36,2420.0,2.0,6.1,3.1,60.2,998.5,122,90.97544558754876,31.024554412451238,8.2,334,335
2023-01-13 16:21:38,2422.0,2.0,6.1,3.1,60.2,998.7,120,90.97250032073045,29.027499679269553,7.8,303,303
2023-01-13 16:21:40,2424.0,2.0,6.1,3.1,60.2,998.7,118,90.96955505391213,27.03044494608787,8.6,328,328
2023-01-13 16:21:42,2426.0,2.0,6.1,3.1,60.2,998.9,118,90.96660978709382,27.033390212906184,9.0,338,338
2023-01-13 16:21:44,2428.0,2.0,6.1,3.1,60.1,998.7,119,90.9636645202755,28.0363354797245,8.8,317,318
2023-01-13 16:21:46,2430.0,2.0,6.1,3.1,60.1,998.7,118,90.9607192534572,27.0392807465428,9.3,332,332
2023-01-13 16:21:48,2432.0,2.0,6.1,3.1,60.1,998.7,118,90.95777398663888,27.042226013361116,9.4,313,313
2023-01-13 16:21:50,2434.0,2.0,6.1,3.1,60.1,999.0,116,90.95482871982057,25.04517128017943,9.7,312,312
2023-01-13 16:21:52,2436.0,2.0,6.1,3.1,60.0,999.2,115,90.95188345300225,24.048116546997747,9.2,320,321
2023-01-13 16:21:54,2438.0,2.0,6.1,3.1,60.0,999.2,114,90.94893818618394,23.051061813816062,8.8,311,311
2023-01-13 16:21:56,2440.0,2.0,6.1,3.1,60.0,999.2,114,90.94599291936564,23.054007080634364,8.0,338,338
2023-01-13 16:21:58,2442.0,2.0,6.1,3.1,60.0,999.4,114,90.94304765254732,23.05695234745268,7.3,316,316
2023-01-13 16:22:00,2444.0,2.0,6.1,3.1,60.0,999.4,114,90.940102385729,23.059897614270994,7.3,319,320
2023-01-13 16:22:02,2446.0,2.0,6.1,3.1,59.9,999.5,113,90.93715711891069,22.06284288108931,6.7,306,306
2023-01-13 16:22:04,2448.0,2.0,6.1,3.1,59.9,999.5,112,90.93421185209237,21.065788147907625,6.7,319,320
2023-01-13 16:22:06,2450.0,2.0,6.1,3.1,59.9,999.7,112,90.93126658527407,21.068733414725926,6.6,299,300
2023-01-13 16:22:08,2452.0,2.0,6.1,3.1,59.9,999.7,110,90.92832131845576,19.071678681544242,7.6,305,306
2023-01-13 16:22:10,2454.0,2.0,6.1,3.1,59.9,999.7,112,90.92537605163744,21.074623948362557,6.9,317,317
2023-01-13 16:22:12,2456.0,2.0,6.1,3.1,59.8,999.2,114,90.92243078481913,23.077569215180873,5.6,6,6
2023-01-13 16:22:14,2458.0,2.0,6.1,3.1,59.8,998.9,118,90.91948551800081,27.080514481999188,6.6,5,5
2023-01-13 16:22:16,2460.0,2.0,6.1,3.1,59.8,998.7,120,90.91654025118251,29.08345974881749,6.4,329,330
2023-01-13 16:22:18,2462.0,2.0,6.1,3.1,59.8,998.2,124,90.9135949843642,33.086405015635805,4.7,317,317
2023-01-13 16:22:20,2464.0,2.0,6.1,3.1,59.8,998.0,125,90.91064971754588,34.08935028245412,4.7,305,306
2023-01-13 16:22:22,2466.0,2.0,6.1,3.0,59.8,997.9,126,90.90770445072756,35.092295549272436,6.0,294,295
2023-01-13 16:22:24,2468.0,2.0,6.0,2.9,59.8,997.7,128,90.90475918390925,37.09524081609075,4.4,260,260
2023-01-13 16:22:26,2470.0,2.0,6.0,2.9,59.9,997.5,128,90.90181391709095,37.09818608290905,3.8,331,331
2023-01-13 16:22:28,2472.0,2.0,6.0,2.9,59.9,997.5,129,90.89886865027263,38.10113134972737,4.2,293,293
2023-01-13 16:22:30,2474.0,2.0,6.0,2.9,59.9,997.5,129,90.89592338345432,38.10407661654568,3.7,307,307
2023-01-13 16:22:32,2476.0,2.0,6.0,2.9,60.0,997.5,129,90.892978116636,38.107021883364,6.5,328,329
2023-01-13 16:22:34,2478.0,2.0,6.0,2.9,60.0,997.7,128,90.89003284981769,37.109967150182314,7.6,323,324
2023-01-13 16:22:36,2480.0,2.0,6.0,3.0,60.1,998.0,124,90.88708758299938,33.112912417000615,7.3,320,320
2023-01-13 16:22:38,2482.0,2.0,6.1,3.1,60.1,998.5,122,90.88414231618107,31.11585768381893,7.8,318,319
2023-01-13 16:22:40,2484.0,2.0,6.0,3.1,60.2,998.7,119,90.88119704936275,28.118802950637246,8.0,311,311
2023-01-13 16:22:42,2486.0,2.0,6.1,3.1,60.2,998.9,118,90.87825178254444,27.12174821745556,7.3,318,319
2023-01-13 16:22:44,2488.0,2.0,6.1,3.1,60.2,999.0,117,90.87530651572612,26.124693484273877,7.8,328,329
2023-01-13 16:22:46,2490.0,2.0,6.1,3.1,60.2,999.2,115,90.87236124890781,24.127638751092192,7.1,306,307
2023-01-13 16:22:48,2492.0,2.0,6.1,3.1,60.2,999.5,113,90.8694159820895,22.130584017910493,7.4,300,300
2023-01-13 16:22:50,2494.0,2.0,6.1,3.1,60.2,999.7,110,90.86647071527119,19.13352928472881,7.1,332,333
2023-01-13 16:22:52,2496.0,2.0,6.1,3.1,60.1,999.9,110,90.86352544845288,19.136474551547124,5.8,330,330
2023-01-13 16:22:54,2498.0,2.0,6.2,3.1,60.1,1000.2,106,90.86058018163456,15.13941981836544,5.3,301,302
2023-01-13 16:22:56,2500.0,2.0,6.2,3.1,60.1,1000.2,106,90.85763491481624,15.142365085183755,6.3,342,343
2023-01-13 16:22:58,2502.0,2.0,6.2,3.1,60.1,1000.5,105,90.85468964799794,14.145310352002056,4.5,58,58
2023-01-13 16:23:00,2504.0,2.0,6.2,3.1,60.1,1000.5,104,90.85174438117963,13.148255618820372,4.7,334,335
2023-01-13 16:23:02,2506.0,2.0,6.2,3.1,60.0,1000.7,102,90.84879911436131,11.151200885638687,6.1,296,296
2023-01-13 16:23:04,2508.0,2.0,6.2,3.1,60.0,1000.9,101,90.845853847543,10.154146152457002,3.4,307,308
2023-01-13 16:23:06,2510.0,2.0,6.2,3.1,60.0,1001.2,99,90.84290858072468,8.157091419275318,7.0,314,315
2023-01-13 16:23:08,2512.0,2.0,6.2,3.1,60.0,1001.0,100,90.83996331390638,9.160036686093619,6.8,293,293
2023-01-13 16:23:10,2514.0,2.0,6.2,3.1,59.9,1001.0,100,90.83701804708807,9.162981952911935,6.1,277,277
2023-01-13 16:23:12,2516.0,2.0,6.2,3.1,59.9,1001.2,97,90.83407278026975,6.16592721973025,6.7,263,264
2023-01-13 16:23:14,2518.0,2.0,6.3,3.3,59.9,1001.4,96,90.83112751345143,5.168872486548565,5.4,17,18
2023-01-13 16:23:16,2520.0,2.0,6.2,3.2,59.9,1001.5,96,90.82818224663312,5.171817753366881,4.2,294,295
2023-01-13 16:23:18,2522.0,2.0,6.3,3.3,59.9,1001.5,96,90.82523697981482,5.174763020185182,4.2,300,300
2023-01-13 16:23:20,2524.0,2.0,6.3,3.3,59.9,1001.7,95,90.8222917129965,4.177708287003497,4.1,29,30
2023-01-13 16:23:22,2526.0,2.0,6.3,3.3,59.9,1001.7,94,90.81934644617819,3.180653553821813,4.3,277,277
2023-01-13 16:23:24,2528.0,2.0,6.3,3.3,59.9,1002.0,91,90.81640117935987,0.18359882064012822,5.8,325,325
2023-01-13 16:23:26,2530.0,2.0,6.3,3.3,59.9,1002.0,91,90.81345591254156,0.18654408745844364,3.3,316,316
2023-01-13 16:23:28,2532.0,2.0,6.3,3.3,59.9,1002.2,89,90.81051064572326,-1.8105106457232552,2.8,303,304
2023-01-13 16:23:30,2534.0,2.0,6.3,3.3,60.0,1002.4,88,90.80756537890494,-2.8075653789049397,3.4,319,319
2023-01-13 16:23:32,2536.0,2.0,6.3,3.3,60.1,1002.5,88,90.80462011208662,-2.8046201120866243,5.1,66,67
2023-01-13 16:23:34,2538.0,2.0,6.3,3.3,60.2,1002.5,88,90.80167484526831,-2.801674845268309,4.7,61,62
2023-01-13 16:23:36,2540.0,2.0,6.3,3.3,60.3,1002.5,87,90.79872957845,-3.7987295784499935,4.1,58,58
2023-01-13 16:23:38,2542.0,2.0,6.4,3.4,60.4,1002.5,88,90.79578431163168,-2.795784311631678,3.4,59,59
2023-01-13 16:23:40,2544.0,2.0,6.4,3.4,60.4,1002.4,88,90.79283904481338,-2.792839044813377,3.3,345,346
2023-01-13 16:23:42,2546.0,2.0,6.4,3.4,60.4,1002.4,88,90.78989377799506,-2.7898937779950614,3.2,304,304
2023-01-13 16:23:44,2548.0,2.0,6.4,3.4,60.4,1002.4,88,90.78694851117675,-2.786948511176746,3.2,26,26
2023-01-13 16:23:46,2550.0,2.0,6.4,3.4,60.4,1002.4,88,90.78400324435843,-2.7840032443584306,4.8,269,270
2023-01-13 16:23:48,2552.0,2.0,6.3,3.4,60.5,1002.2,91,90.78105797754012,0.2189420224598848,5.6,321,321
2023-01-13 16:23:50,2554.0,2.0,6.3,3.3,60.5,1001.9,92,90.77811271072181,1.221887289278186,3.2,288,289
2023-01-13 16:23:52,2556.0,2.0,6.3,3.3,60.5,1001.7,93,90.7751674439035,2.2248325560965014,3.5,302,303
2023-01-13 16:23:54,2558.0,2.0,6.3,3.3,60.5,1001.7,93,90.77222217708518,2.227777822914817,4.8,340,340
2023-01-13 16:23:56,2560.0,2.0,6.2,3.3,60.5,1001.7,95,90.76927691026687,4.230723089733132,5.5,302,302
2023-01-13 16:23:58,2562.0,2.0,6.2,3.3,60.5,1001.5,96,90.76633164344855,5.233668356551448,6.0,317,318
2023-01-13 16:24:00,2564.0,2.0,6.3,3.3,60.5,1001.7,95,90.76338637663025,4.236613623369749,6.6,343,343
2023-01-13 16:24:02,2566.0,2.0,6.3,3.3,60.5,1001.5,96,90.76044110981194,5.239558890188064,6.3,285,285
2023-01-13 16:24:04,2568.0,2.0,6.3,3.3,60.5,1001.5,96,90.75749584299362,5.24250415700638,6.0,310,310
2023-01-13 16:24:06,2570.0,2.0,6.3,3.3,60.4,1001.4,96,90.7545505761753,5.245449423824695,4.9,353,353
2023-01-13 16:24:08,2572.0,2.0,6.3,3.3,60.4,1001.5,96,90.75160530935699,5.248394690643011,4.4,291,291
2023-01-13 16:24:10,2574.0,2.0,6.3,3.3,60.3,1001.7,94,90.74866004253869,3.2513399574613118,5.0,345,346
2023-01-13 16:24:12,2576.0,2.0,6.3,3.3,60.2,1001.7,93,90.74571477572037,2.254285224279627,6.0,79,79
2023-01-13 16:24:14,2578.0,2.0,6.3,3.3,60.1,1001.5,96,90.74276950890206,5.257230491097943,7.0,277,278
2023-01-13 16:24:16,2580.0,2.0,6.3,3.3,60.0,1001.2,98,90.73982424208374,7.260175757916258,5.8,349,349
2023-01-13 16:24:18,2582.0,2.0,6.3,3.3,59.9,1001.0,100,90.73687897526543,9.263121024734573,6.9,286,286
2023-01-13 16:24:20,2584.0,2.0,6.3,3.3,59.9,1001.0,99,90.73393370844713,8.266066291552875,6.9,333,333
2023-01-13 16:24:22,2586.0,2.0,6.3,3.2,59.8,1001.0,100,90.73098844162881,9.26901155837119,5.2,285,286
2023-01-13 16:24:24,2588.0,2.0,6.3,3.2,59.8,1001.0,101,90.7280431748105,10.271956825189505,3.9,327,327
2023-01-13 16:24:26,2590.0,2.0,6.2,3.2,59.7,1001.0,101,90.72509790799218,10.274902092007821,4.8,335,335
2023-01-13 16:24:28,2592.0,2.0,6.2,3.2,59.7,1000.9,102,90.72215264117386,11.277847358826136,4.9,326,326
2023-01-13 16:24:30,2594.0,2.0,6.2,3.2,59.6,1000.7,102,90.71920737435556,11.280792625644438,4.0,333,333
2023-01-13 16:24:32,2596.0,2.0,6.2,3.2,59.6,1000.7,102,90.71626210753725,11.283737892462753,3.1,295,296
2023-01-13 16:24:34,2598.0,2.0,6.2,3.1,59.6,1000.7,104,90.71331684071893,13.286683159281068,3.8,340,341
2023-01-13 16:24:36,2600.0,2.0,6.2,3.1,59.6,1000.7,102,90.71037157390062,11.289628426099384,4.2,314,315
2023-01-13 16:24:38,2602.0,2.0,6.2,3.1,59.6,1000.7,102,90.7074263070823,11.2925736929177,4.6,327,327
2023-01-13 16:24:40,2604.0,2.0,6.2,3.1,59.6,1000.9,101,90.70448104026399,10.295518959736015,5.9,318,319
2023-01-13 16:24:42,2606.0,2.0,6.2,3.1,59.6,1000.9,101,90.70153577344568,10.298464226554316,5.8,325,325
2023-01-13 16:24:44,2608.0,2.0,6.2,3.1,59.6,1000.7,102,90.69859050662737,11.301409493372631,6.0,355,356
2023-01-13 16:24:46,2610.0,2.0,6.2,3.1,59.6,1000.7,102,90.69564523980905,11.304354760190947,5.2,298,299
2023-01-13 16:24:48,2612.0,2.0,6.2,3.1,59.6,1000.7,102,90.69269997299074,11.307300027009262,5.3,298,298
2023-01-13 16:24:50,2614.0,2.0,6.2,3.1,59.6,1000.9,102,90.68975470617242,11.310245293827577,5.6,9,10
2023-01-13 16:24:52,2616.0,2.0,6.2,3.1,59.6,1000.9,102,90.68680943935412,11.313190560645879,4.7,306,306
2023-01-13 16:24:54,2618.0,2.0,6.2,3.1,59.6,1000.7,102,90.6838641725358,11.316135827464194,4.4,353,353
2023-01-13 16:24:56,2620.0,2.0,6.2,3.1,59.6,1000.7,102,90.68091890571749,11.31908109428251,5.1,319,320
2023-01-13 16:24:58,2622.0,2.0,6.2,3.1,59.6,1000.7,102,90.67797363889918,11.322026361100825,5.6,19,20
2023-01-13 16:25:00,2624.0,2.0,6.2,3.1,59.6,1000.7,102,90.67502837208086,11.32497162791914,6.4,289,290
2023-01-13 16:25:02,2626.0,2.0,6.2,3.1,59.6,1000.7,104,90.67208310526256,13.327916894737442,4.9,342,342
2023-01-13 16:25:04,2628.0,2.0,6.2,3.1,59.6,1000.7,102,90.66913783844424,11.330862161555757,3.8,319,319
2023-01-13 16:25:06,2630.0,2.0,6.2,3.1,59.6,1000.9,101,90.66619257162593,10.333807428374072,6.0,356,357
2023-01-13 16:25:08,2632.0,2.0,6.2,3.1,59.6,1001.0,100,90.66324730480761,9.336752695192388,7.2,339,340
2023-01-13 16:25:10,2634.0,2.0,6.2,3.1,59.6,1001.2,97,90.6603020379893,6.339697962010703,5.7,329,330
2023-01-13 16:25:12,2636.0,2.0,6.2,3.1,59.6,1001.7,95,90.657356771171,4.342643228829004,5.3,340,341
2023-01-13 16:25:14,2638.0,2.0,6.2,3.1,59.6,1001.7,93,90.65441150435268,2.34558849564732,4.4,293,294
2023-01-13 16:25:16,2640.0,2.0,6.3,3.2,59.6,1002.0,91,90.65146623753436,0.3485337624656353,5.4,284,285
2023-01-13 16:25:18,2642.0,2.0,6.3,3.2,59.6,1001.9,92,90.64852097071605,1.3514790292839507,6.2,9,10
2023-01-13 16:25:20,2644.0,2.0,6.3,3.2,59.6,1001.5,96,90.64557570389773,5.354424296102266,4.6,309,309
2023-01-13 16:25:22,2646.0,2.0,6.2,3.2,59.6,1001.2,98,90.64263043707943,7.357369562920567,3.9,354,354
2023-01-13 16:25:24,2648.0,2.0,6.2,3.2,59.5,1001.0,100,90.63968517026112,9.360314829738883,4.9,325,326
2023-01-13 16:25:26,2650.0,2.0,6.2,3.1,59.5,1000.7,102,90.6367399034428,11.363260096557198,6.7,3,3
2023-01-13 16:25:28,2652.0,2.0,6.2,3.1,59.5,1000.5,104,90.63379463662449,13.366205363375514,7.3,10,11
2023-01-13 16:25:30,2654.0,2.0,6.2,3.1,59.6,1000.2,106,90.63084936980617,15.369150630193829,6.7,343,343
2023-01-13 16:25:32,2656.0,2.0,6.2,3.1,59.6,1000.0,109,90.62790410298786,18.372095897012144,4.4,309,309
2023-01-13 16:25:34,2658.0,2.0,6.2,3.1,59.7,999.7,110,90.62495883616955,19.375041163830446,3.2,44,44
2023-01-13 16:25:36,2660.0,2.0,6.2,3.1,59.7,999.7,110,90.62201356935124,19.37798643064876,4.4,288,288
2023-01-13 16:25:38,2662.0,2.0,6.2,3.1,59.8,1000.0,108,90.61906830253292,17.380931697467076,6.0,303,304
2023-01-13 16:25:40,2664.0,2.0,6.2,3.1,59.8,1000.2,106,90.61612303571461,15.383876964285392,5.3,328,329
2023-01-13 16:25:42,2666.0,2.0,6.2,3.1,59.8,1000.5,105,90.61317776889629,14.386822231103707,5.2,313,313
2023-01-13 16:25:44,2668.0,2.0,6.2,3.1,59.9,1000.7,104,90.61023250207799,13.389767497922008,5.8,336,336
2023-01-13 16:25:46,2670.0,2.0,6.2,3.1,59.9,1000.7,102,90.60728723525968,11.392712764740324,5.5,314,315
2023-01-13 16:25:48,2672.0,2.0,6.2,3.1,59.9,1001.0,101,90.60434196844136,10.39565803155864,5.6,343,344
2023-01-13 16:25:50,2674.0,2.0,6.2,3.1,59.9,1001.0,100,90.60139670162305,9.398603298376955,6.9,326,327
2023-01-13 16:25:52,2676.0,2.0,6.2,3.1,60.0,1001.0,100,90.59845143480473,9.40154856519527,7.4,325,325
2023-01-13 16:25:54,2678.0,2.0,6.2,3.1,59.9,1001.0,101,90.59550616798643,10.404493832013571,6.2,312,312
2023-01-13 16:25:56,2680.0,2.0,6.2,3.1,59.9,1000.7,102,90.59256090116811,11.407439098831887,5.9,307,308
2023-01-13 16:25:58,2682.0,2.0,6.2,3.1,59.9,1001.0,100,90.5896156343498,9.410384365650202,8.2,300,300
2023-01-13 16:26:00,2684.0,2.0,6.2,3.1,59.9,1001.0,100,90.58667036753148,9.413329632468518,6.8,343,343
2023-01-13 16:26:02,2686.0,2.0,6.2,3.1,59.8,1001.0,100,90.58372510071317,9.416274899286833,5.2,301,302
2023-01-13 16:26:04,2688.0,2.0,6.2,3.1,59.8,1001.0,99,90.58077983389487,8.419220166105134,6.1,305,306
2023-01-13 16:26:06,2690.0,2.0,6.2,3.1,59.8,1001.0,100,90.57783456707655,9.42216543292345,5.8,14,15
2023-01-13 16:26:08,2692.0,2.0,6.2,3.1,59.8,1001.0,100,90.57488930025823,9.425110699741765,6.2,310,310
2023-01-13 16:26:10,2694.0,2.0,6.2,3.1,59.7,1001.0,100,90.57194403343992,9.42805596656008,6.4,292,292
2023-01-13 16:26:12,2696.0,2.0,6.2,3.1,59.7,1001.0,99,90.5689987666216,8.431001233378396,5.2,343,343
2023-01-13 16:26:14,2698.0,2.0,6.2,3.1,59.7,1001.0,99,90.5660534998033,8.433946500196697,3.6,7,8
2023-01-13 16:26:16,2700.0,2.0,6.2,3.1,59.6,1001.2,97,90.56310823298499,6.4368917670150125,3.7,305,305
2023-01-13 16:26:18,2702.0,2.0,6.2,3.1,59.6,1001.5,96,90.56016296616667,5.439837033833328,3.7,321,321
2023-01-13 16:26:20,2704.0,2.0,6.2,3.1,59.6,1001.7,95,90.55721769934836,4.442782300651643,2.8,3,4
2023-01-13 16:26:22,2706.0,2.0,6.2,3.1,59.5,1001.5,96,90.55427243253004,5.445727567469959,2.4,312,313
2023-01-13 16:26:24,2708.0,2.0,6.2,3.1,59.6,1001.5,96,90.55132716571174,5.44867283428826,3.7,311,311
2023-01-13 16:26:26,2710.0,2.0,6.2,3.1,59.6,1001.2,99,90.54838189889342,8.451618101106575,4.9,323,324
2023-01-13 16:26:28,2712.0,2.0,6.2,3.1,59.6,1000.9,101,90.54543663207511,10.45456336792489,5.0,324,324
2023-01-13 16:26:30,2714.0,2.0,6.2,3.1,59.6,1001.0,100,90.5424913652568,9.457508634743206,5.8,277,278
2023-01-13 16:26:32,2716.0,2.0,6.2,3.1,59.7,1001.2,98,90.53954609843848,7.460453901561522,4.9,336,337
2023-01-13 16:26:34,2718.0,2.0,6.2,3.1,59.7,1001.2,99,90.53660083162018,8.463399168379823,5.4,62,62
2023-01-13 16:26:36,2720.0,2.0,6.2,3.1,59.7,1001.0,100,90.53365556480186,9.466344435198138,5.8,284,285
2023-01-13 16:26:38,2722.0,2.0,6.2,3.1,59.7,1000.7,102,90.53071029798355,11.469289702016454,5.2,316,316
2023-01-13 16:26:40,2724.0,2.0,6.2,3.1,59.7,1000.7,102,90.52776503116523,11.47223496883477,4.4,309,309
2023-01-13 16:26:42,2726.0,2.0,6.2,3.1,59.7,1000.7,102,90.52481976434692,11.475180235653085,4.5,326,326
2023-01-13 16:26:44,2728.0,2.0,6.2,3.1,59.7,1000.7,102,90.5218744975286,11.4781255024714,5.4,307,308
2023-01-13 16:26:46,2730.0,2.0,6.2,3.1,59.7,1000.7,102,90.5189292307103,11.481070769289701,7.1,287,288
2023-01-13 16:26:48,2732.0,2.0,6.2,3.1,59.7,1000.7,102,90.51598396389198,11.484016036108017,7.3,303,303
2023-01-13 16:26:50,2734.0,2.0,6.2,3.1,59.7,1000.7,102,90.51303869707367,11.486961302926332,5.8,332,332
2023-01-13 16:26:52,2736.0,2.0,6.2,3.1,59.7,1000.9,102,90.51009343025535,11.489906569744647,4.5,340,340
2023-01-13 16:26:54,2738.0,2.0,6.2,3.1,59.7,1001.0,100,90.50714816343704,9.492851836562963,5.4,332,333
2023-01-13 16:26:56,2740.0,2.0,6.2,3.1,59.7,1001.2,99,90.50420289661874,8.495797103381264,7.4,339,340
2023-01-13 16:26:58,2742.0,2.0,6.2,3.1,59.7,1001.0,100,90.50125762980042,9.49874237019958,6.6,344,344
2023-01-13 16:27:00,2744.0,2.0,6.2,3.1,59.7,1001.0,100,90.4983123629821,9.501687637017895,6.5,315,316
2023-01-13 16:27:02,2746.0,2.0,6.2,3.1,59.7,1001.0,100,90.49536709616379,9.50463290383621,7.4,332,333
2023-01-13 16:27:04,2748.0,2.0,6.2,3.1,59.7,1001.2,99,90.49242182934547,8.507578170654526,7.9,308,309
2023-01-13 16:27:06,2750.0,2.0,6.2,3.1,59.7,1001.4,97,90.48947656252717,6.510523437472827,9.0,296,297
2023-01-13 16:27:08,2752.0,2.0,6.2,3.1,59.6,1001.2,97,90.48653129570886,6.513468704291142,9.0,331,332
2023-01-13 16:27:10,2754.0,2.0,6.2,3.1,59.6,1001.2,99,90.48358602889054,8.516413971109458,8.5,295,296
2023-01-13 16:27:12,2756.0,2.0,6.2,3.1,59.6,1001.0,100,90.48064076207223,9.519359237927773,7.4,326,326
2023-01-13 16:27:14,2758.0,2.0,6.2,3.1,59.6,1001.0,101,90.47769549525391,10.522304504746089,7.1,299,300
2023-01-13 16:27:16,2760.0,2.0,6.2,3.1,59.6,1000.9,101,90.47475022843561,10.52524977156439,7.0,319,319
2023-01-13 16:27:18,2762.0,2.0,6.2,3.1,59.5,1001.0,101,90.4718049616173,10.528195038382705,7.5,299,300
2023-01-13 16:27:20,2764.0,2.0,6.2,3.1,59.5,1000.9,101,90.46885969479898,10.53114030520102,7.0,339,339
2023-01-13 16:27:22,2766.0,2.0,6.2,3.1,59.5,1000.9,101,90.46591442798066,10.534085572019336,7.0,297,297
2023-01-13 16:27:24,2768.0,2.0,6.2,3.1,59.5,1000.7,102,90.46296916116235,11.537030838837651,6.8,309,310
2023-01-13 16:27:26,2770.0,2.0,6.2,3.1,59.5,1000.7,104,90.46002389434403,13.539976105655967,5.2,323,324
2023-01-13 16:27:28,2772.0,2.0,6.2,3.1,59.5,1000.7,104,90.45707862752573,13.542921372474268,5.0,344,345
2023-01-13 16:27:30,2774.0,2.0,6.2,3.1,59.5,1000.7,104,90.45413336070742,13.545866639292583,5.4,306,307
2023-01-13 16:27:32,2776.0,2.0,6.2,3.1,59.5,1000.7,102,90.4511880938891,11.548811906110899,5.2,325,325
2023-01-13 16:27:34,2778.0,2.0,6.2,3.1,59.5,1000.9,102,90.44824282707079,11.551757172929214,4.3,287,287
2023-01-13 16:27:36,2780.0,2.0,6.2,3.1,59.5,1000.7,102,90.44529756025247,11.55470243974753,4.1,334,334
2023-01-13 16:27:38,2782.0,2.0,6.2,3.1,59.5,1000.7,104,90.44235229343417,13.557647706565831,2.5,299,299
2023-01-13 16:27:40,2784.0,2.0,6.2,3.1,59.5,1000.5,104,90.43940702661585,13.560592973384146,4.6,309,309
2023-01-13 16:27:42,2786.0,2.0,6.2,3.1,59.6,1000.5,104,90.43646175979754,13.563538240202462,5.3,315,315
2023-01-13 16:27:44,2788.0,2.0,6.2,3.1,59.6,1000.5,104,90.43351649297922,13.566483507020777,4.8,304,304
2023-01-13 16:27:46,2790.0,2.0,6.2,3.1,59.7,1000.5,104,90.43057122616091,13.569428773839093,5.3,323,324
2023-01-13 16:27:48,2792.0,2.0,6.2,3.1,59.7,1000.5,104,90.4276259593426,13.572374040657394,4.4,337,337
2023-01-13 16:27:50,2794.0,2.0,6.2,3.1,59.8,1000.5,104,90.42468069252429,13.57531930747571,3.0,320,320
2023-01-13 16:27:52,2796.0,2.0,6.2,3.1,59.8,1000.7,104,90.42173542570598,13.578264574294025,4.5,292,293
2023-01-13 16:27:54,2798.0,2.0,6.2,3.1,59.8,1000.7,102,90.41879015888766,11.58120984111234,5.1,61,61
2023-01-13 16:27:56,2800.0,2.0,6.2,3.1,59.9,1001.0,101,90.41584489206934,10.584155107930656,5.7,262,262
2023-01-13 16:27:58,2802.0,2.0,6.2,3.1,59.9,1001.0,100,90.41289962525104,9.587100374748957,8.2,276,276
2023-01-13 16:28:00,2804.0,2.0,6.2,3.1,59.9,1000.7,102,90.40995435843273,11.590045641567272,6.4,74,74
2023-01-13 16:28:02,2806.0,2.0,6.2,3.1,59.9,1000.2,106,90.40700909161441,15.592990908385588,4.8,292,293
2023-01-13 16:28:04,2808.0,2.0,6.2,3.1,59.9,1000.0,108,90.4040638247961,17.595936175203903,6.6,357,357
2023-01-13 16:28:06,2810.0,2.0,6.1,3.1,59.8,999.7,112,90.40111855797778,21.59888144202222,5.5,311,312
2023-01-13 16:28:08,2812.0,2.0,6.1,3.1,59.8,999.7,110,90.39817329115948,19.60182670884052,6.1,293,294
2023-01-13 16:28:10,2814.0,2.0,6.1,3.1,59.8,999.7,112,90.39522802434116,21.604771975658835,5.4,297,298
2023-01-13 16:28:12,2816.0,2.0,6.1,3.1,59.8,999.5,113,90.39228275752285,22.60771724247715,5.5,317,318
