Time (yyyy-MM-dd hh:mm:ss),Elapsed Time (seconds),Sampling Interval (seconds),Temp (Celsius),Wet Bulb Temp. (Celsius),Rel. Hum. (%),Baro. (mb),Altitude (Meters),Altitude Baseline (Meters),AOG (Meters),Wind Speed (m/s),Mag. Dir. (Degrees),True Dir. (Degrees)
2023-01-13 15:41:16,0.0,2.0,6.9,3.9,62.4,1001.2,99,94.53921843770709,4.460781562292908,1.1,62,62
2023-01-13 15:41:18,2.0,2.0,6.9,3.9,62.4,1001.4,96,94.53627317088878,1.4637268291112235,1.4,75,76
2023-01-13 15:41:20,4.0,2.0,7.0,4.0,62.4,1001.0,100,94.53332790407046,5.466672095929539,1.0,140,141
2023-01-13 15:41:22,6.0,2.0,7.0,4.0,62.3,1001.5,96,94.53038263725216,1.4696173627478402,0.8,147,148
2023-01-13 15:41:24,8.0,2.0,7.0,4.0,62.2,1001.5,96,94.52743737043384,1.4725626295661556,0.6,120,121
2023-01-13 15:41:26,10.0,2.0,7.0,4.0,62.1,1001.7,95,94.52449210361553,0.475507896384471,1.4,88,88
2023-01-13 15:41:28,12.0,2.0,7.1,4.0,61.9,1001.7,95,94.52154683679721,0.4784531632027864,0.9,134,135
2023-01-13 15:41:30,14.0,2.0,7.1,4.0,61.8,1001.7,94,94.5186015699789,-0.5186015699788982,0.5,146,147
2023-01-13 15:41:32,16.0,2.0,7.1,4.0,61.8,1001.7,94,94.5156563031606,-0.515656303160597,0.8,112,113
2023-01-13 15:41:34,18.0,2.0,7.1,4.0,61.7,1001.7,95,94.51271103634228,0.48728896365771845,1.1,86,87
2023-01-13 15:41:36,20.0,2.0,7.1,4.0,61.6,1001.7,94,94.50976576952397,-0.5097657695239661,1.0,158,159
2023-01-13 15:41:38,22.0,2.0,7.2,4.1,61.5,1001.7,94,94.50682050270565,-0.5068205027056507,1.1,131,132
2023-01-13 15:41:40,24.0,2.0,7.2,4.1,61.5,1001.7,94,94.50387523588734,-0.5038752358873353,1.2,88,88
2023-01-13 15:41:42,26.0,2.0,7.2,4.1,61.4,1001.7,95,94.50092996906903,0.4990700309309659,1.0,127,128
2023-01-13 15:41:44,28.0,2.0,7.2,4.1,61.4,1001.7,94,94.49798470225072,-0.49798470225071867,1.2,142,142
2023-01-13 15:41:46,30.000000000000004,2.0,7.1,4.0,61.4,1001.7,94,94.4950394354324,-0.49503943543240325,0.9,94,95
2023-01-13 15:41:48,32.0,2.0,7.1,4.0,61.4,1001.7,94,94.49209416861409,-0.49209416861408783,0.4,308,308
2023-01-13 15:41:50,34.0,2.0,7.1,4.0,61.4,1001.7,94,94.48914890179577,-0.4891489017957724,0.7,180,181
2023-01-13 15:41:52,36.0,2.0,7.1,4.0,61.4,1001.7,94,94.48620363497746,-0.486203634977457,1.0,8,9
2023-01-13 15:41:54,38.0,2.0,7.1,4.0,61.3,1001.7,93,94.48325836815916,-1.4832583681591558,1.1,338,338
2023-01-13 15:41:56,40.0,2.0,7.1,4.0,61.3,1001.7,95,94.48031310134084,0.5196868986591596,1.1,339,339
2023-01-13 15:41:58,42.0,2.0,7.1,4.0,61.3,1001.7,94,94.47736783452252,-0.47736783452252496,0.7,331,331
2023-01-13 15:42:00,44.0,2.0,7.1,4.0,61.4,1001.7,94,94.47442256770421,-0.47442256770420954,0.5,330,330
2023-01-13 15:42:02,46.0,2.0,7.1,4.0,61.5,1001.9,93,94.4714773008859,-1.4714773008858941,0.5,332,333
2023-01-13 15:42:04,48.0,2.0,7.1,4.0,61.6,1001.5,96,94.4685320340676,1.531467965932407,0.6,343,343
2023-01-13 15:42:06,50.0,2.0,7.1,4.0,61.7,1001.7,95,94.46558676724928,0.5344132327507225,1.1,296,296
2023-01-13 15:42:08,52.0,2.0,7.0,4.0,61.8,1001.7,94,94.46264150043096,-0.4626415004309621,1.6,320,320
2023-01-13 15:42:10,54.0,2.0,7.0,4.0,62.0,1001.7,94,94.45969623361265,-0.45969623361264667,1.7,324,325
2023-01-13 15:42:12,56.0,2.0,7.0,4.0,62.1,1001.7,95,94.45675096679433,0.5432490332056688,1.4,211,212
2023-01-13 15:42:14,58.00000000000001,2.0,7.0,4.0,62.2,1001.7,95,94.45380569997603,0.54619430002397,0.9,254,255
2023-01-13 15:42:16,60.00000000000001,2.0,7.0,4.0,62.3,1001.7,95,94.45086043315771,0.5491395668422854,0.8,224,225
2023-01-13 15:42:18,62.00000000000001,2.0,7.0,4.0,62.4,1001.7,94,94.4479151663394,-0.4479151663393992,0.9,167,168
2023-01-13 15:42:20,64.0,2.0,7.0,4.1,62.5,1001.7,95,94.44496989952108,0.5550301004789162,0.9,159,160
2023-01-13 15:42:22,66.0,2.0,7.0,4.1,62.6,1001.7,94,94.44202463270277,-0.44202463270276837,2.3,111,111
2023-01-13 15:42:24,68.0,2.0,7.0,4.1,62.6,1001.7,94,94.43907936588447,-0.43907936588446717,2.1,99,99
2023-01-13 15:42:26,70.0,2.0,7.0,4.1,62.7,1001.7,94,94.43613409906615,-0.43613409906615175,1.2,119,120
2023-01-13 15:42:28,72.0,2.0,7.0,4.1,62.7,1001.7,95,94.43318883224784,0.5668111677521637,1.6,132,133
2023-01-13 15:42:30,74.0,2.0,7.0,4.1,62.7,1001.7,95,94.43024356542952,0.5697564345704791,1.8,136,136
2023-01-13 15:42:32,76.0,2.0,7.0,4.1,62.7,1001.7,95,94.4272982986112,0.5727017013887945,1.8,134,134
2023-01-13 15:42:34,78.0,2.0,7.0,4.1,62.7,1001.7,95,94.4243530317929,0.5756469682070957,2.1,128,128
2023-01-13 15:42:36,80.0,2.0,7.1,4.1,62.7,1001.7,95,94.42140776497459,0.5785922350254111,2.2,130,130
2023-01-13 15:42:38,82.0,2.0,7.1,4.1,62.6,1001.7,94,94.41846249815627,-0.41846249815627345,2.1,147,148
2023-01-13 15:42:40,84.0,2.0,7.1,4.1,62.5,1001.7,94,94.41551723133796,-0.41551723133795804,1.1,145,146
2023-01-13 15:42:42,86.0,2.0,7.1,4.1,62.4,1001.5,96,94.41257196451964,1.5874280354803574,0.5,165,166
2023-01-13 15:42:44,88.0,2.0,7.0,4.0,62.4,1001.7,94,94.40962669770133,-0.4096266977013272,0.8,156,157
2023-01-13 15:42:46,90.0,2.0,7.0,4.0,62.3,1001.7,94,94.40668143088303,-0.406681430883026,1.0,164,165
2023-01-13 15:42:48,92.0,2.0,7.0,4.0,62.3,1002.2,90,94.40373616406471,-4.403736164064711,1.0,126,127
2023-01-13 15:42:50,94.0,2.0,7.0,4.0,62.3,1001.2,98,94.4007908972464,3.599209102753605,0.8,198,199
2023-01-13 15:42:52,96.0,2.0,7.1,4.1,62.3,1001.5,96,94.39784563042808,1.6021543695719203,0.6,201,202
2023-01-13 15:42:54,98.0,2.0,7.2,4.1,62.3,1001.5,96,94.39490036360976,1.6050996363902357,0.7,178,179
2023-01-13 15:42:56,100.0,2.0,7.2,4.1,62.4,1001.5,96,94.39195509679146,1.6080449032085369,0.8,196,197
2023-01-13 15:42:58,102.0,2.0,7.2,4.3,62.5,1001.5,96,94.38900982997315,1.6109901700268523,1.0,119,120
2023-01-13 15:43:00,104.0,2.0,7.2,4.2,62.6,1001.5,96,94.38606456315483,1.6139354368451677,1.5,3,3
2023-01-13 15:43:02,106.0,2.0,7.2,4.2,62.6,1001.5,96,94.38311929633652,1.6168807036634831,1.3,34,35
2023-01-13 15:43:04,108.0,2.0,7.2,4.1,62.6,1001.5,95,94.3801740295182,0.6198259704817985,1.2,46,47
2023-01-13 15:43:06,110.0,2.0,7.2,4.1,62.5,1001.7,95,94.3772287626999,0.6227712373000998,1.0,1,1
2023-01-13 15:43:08,112.0,2.0,7.2,4.1,62.4,1001.7,95,94.37428349588158,0.6257165041184152,0.5,12,13
2023-01-13 15:43:10,114.0,2.0,7.2,4.1,62.2,1001.7,94,94.37133822906327,-0.3713382290632694,0.4,5,6
2023-01-13 15:43:12,116.00000000000001,2.0,7.2,4.1,62.1,1001.7,95,94.36839296224495,0.631607037755046,0.4,20,20
2023-01-13 15:43:14,118.00000000000001,2.0,7.2,4.1,62.0,1001.7,94,94.36544769542664,-0.3654476954266386,0.5,36,36
2023-01-13 15:43:16,120.00000000000001,2.0,7.2,4.1,61.8,1001.7,95,94.36250242860834,0.6374975713916626,0.8,121,121
2023-01-13 15:43:18,122.00000000000001,2.0,7.1,4.0,61.6,1001.7,95,94.35955716179002,0.640442838209978,0.6,154,155
2023-01-13 15:43:20,124.00000000000001,2.0,7.1,4.0,61.5,1001.7,95,94.3566118949717,0.6433881050282935,0.4,136,136
2023-01-13 15:43:22,126.00000000000001,2.0,7.1,4.0,61.3,1001.7,95,94.35366662815339,0.6463333718466089,0.0,129,130
2023-01-13 15:43:24,128.0,2.0,7.2,4.1,61.1,1001.7,94,94.35072136133508,-0.3507213613350757,0.5,113,114
2023-01-13 15:43:26,130.0,2.0,7.2,4.1,61.0,1001.7,95,94.34777609451677,0.6522239054832255,0.8,155,155
2023-01-13 15:43:28,132.0,2.0,7.2,4.1,60.9,1001.7,94,94.34483082769846,-0.3448308276984591,0.6,169,170
2023-01-13 15:43:30,134.0,2.0,7.2,4.1,60.9,1001.7,95,94.34188556088014,0.6581144391198563,0.0,197,198
2023-01-13 15:43:32,136.0,2.0,7.3,4.1,60.9,1001.7,95,94.33894029406183,0.6610597059381718,0.0,198,198
2023-01-13 15:43:34,138.0,2.0,7.3,4.1,60.9,1001.7,95,94.33599502724351,0.6640049727564872,0.8,199,200
2023-01-13 15:43:36,140.0,2.0,7.2,4.1,61.0,1001.7,95,94.33304976042521,0.6669502395747884,1.3,203,204
2023-01-13 15:43:38,142.0,2.0,7.2,4.1,61.1,1001.7,94,94.3301044936069,-0.3301044936068962,1.6,207,208
2023-01-13 15:43:40,144.0,2.0,7.2,4.1,61.2,1001.7,94,94.32715922678858,-0.3271592267885808,1.9,211,211
2023-01-13 15:43:42,146.0,2.0,7.2,4.1,61.4,1001.7,94,94.32421395997027,-0.32421395997026536,2.1,214,215
2023-01-13 15:43:44,148.0,2.0,7.1,4.0,61.5,1001.7,94,94.32126869315195,-0.32126869315194995,2.1,208,209
2023-01-13 15:43:46,150.0,2.0,7.1,4.0,61.6,1001.7,94,94.31832342633363,-0.31832342633363453,1.7,199,200
2023-01-13 15:43:48,152.0,2.0,7.1,4.0,61.6,1001.7,94,94.31537815951533,-0.3153781595153333,1.4,203,204
2023-01-13 15:43:50,154.0,2.0,7.2,4.1,61.6,1001.7,94,94.31243289269702,-0.3124328926970179,1.2,192,192
2023-01-13 15:43:52,156.0,2.0,7.2,4.1,61.5,1001.7,94,94.3094876258787,-0.3094876258787025,0.7,133,134
2023-01-13 15:43:54,158.0,2.0,7.2,4.1,61.5,1001.7,94,94.30654235906039,-0.30654235906038707,0.0,157,158
2023-01-13 15:43:56,160.0,2.0,7.2,4.1,61.4,1001.7,94,94.30359709224207,-0.30359709224207165,0.3,167,167
2023-01-13 15:43:58,162.0,2.0,7.2,4.1,61.4,1001.7,94,94.30065182542377,-0.30065182542377045,0.0,158,159
2023-01-13 15:44:00,164.0,2.0,7.3,4.1,61.3,1001.7,94,94.29770655860546,-0.29770655860545503,0.4,157,158
2023-01-13 15:44:02,166.0,2.0,7.3,4.1,61.2,1001.7,94,94.29476129178714,-0.2947612917871396,0.4,160,160
2023-01-13 15:44:04,168.0,2.0,7.3,4.1,61.1,1001.7,94,94.29181602496882,-0.2918160249688242,0.4,233,234
2023-01-13 15:44:06,170.0,2.0,7.3,4.1,61.0,1001.7,93,94.28887075815051,-1.2888707581505088,0.4,87,87
2023-01-13 15:44:08,172.0,2.0,7.3,4.1,61.0,1001.9,93,94.28592549133221,-1.2859254913322076,0.6,86,87
2023-01-13 15:44:10,174.0,2.0,7.3,4.1,61.0,1001.9,92,94.28298022451389,-2.282980224513892,0.6,86,87
2023-01-13 15:44:12,176.0,2.0,7.3,4.2,61.0,1001.9,92,94.28003495769558,-2.2800349576955767,0.5,86,87
2023-01-13 15:44:14,178.0,2.0,7.4,4.3,61.2,1001.7,93,94.27708969087726,-1.2770896908772613,0.4,86,87
2023-01-13 15:44:16,180.0,2.0,7.4,4.3,61.5,1001.9,93,94.27414442405895,-1.274144424058946,0.3,86,87
2023-01-13 15:44:18,182.0,2.0,7.4,4.4,61.8,1001.9,92,94.27119915724064,-2.2711991572406447,0.3,258,258
2023-01-13 15:44:20,184.0,2.0,7.3,4.3,62.2,1001.7,93,94.26825389042233,-1.2682538904223293,0.8,285,285
2023-01-13 15:44:22,186.0,2.0,7.2,4.2,62.6,1001.7,94,94.26530862360401,-0.26530862360401386,0.6,250,250
2023-01-13 15:44:24,188.0,2.0,7.2,4.2,63.0,1001.7,94,94.2623633567857,-0.26236335678569844,0.0,236,237
2023-01-13 15:44:26,190.0,2.0,7.2,4.3,63.2,1001.7,94,94.25941808996738,-0.259418089967383,0.7,259,260
2023-01-13 15:44:28,192.0,2.0,7.2,4.3,63.4,1001.7,94,94.25647282314908,-0.2564728231490818,0.5,273,273
2023-01-13 15:44:30,194.0,2.0,7.1,4.2,63.5,1001.7,95,94.25352755633077,0.7464724436692336,0.0,238,238
2023-01-13 15:44:32,196.0,2.0,7.1,4.2,63.5,1001.7,95,94.25058228951245,0.749417710487549,0.6,108,109
2023-01-13 15:44:34,198.0,2.0,7.1,4.2,63.4,1001.7,95,94.24763702269414,0.7523629773058644,1.5,99,99
2023-01-13 15:44:36,200.0,2.0,7.0,4.1,63.3,1001.2,97,94.24469175587582,2.75530824412418,3.5,49,49
2023-01-13 15:44:38,202.0,2.0,6.9,4.0,63.1,1000.7,102,94.24174648905752,7.758253510942481,1.9,235,235
2023-01-13 15:44:40,204.0,2.0,6.9,3.9,62.9,1000.7,104,94.2388012222392,9.761198777760796,3.3,291,292
2023-01-13 15:44:42,206.0,2.0,6.8,3.9,62.7,1000.4,105,94.23585595542089,10.764144044579112,5.4,260,261
2023-01-13 15:44:44,208.0,2.0,6.8,3.9,62.4,1000.0,109,94.23291068860257,14.767089311397427,4.1,322,323
2023-01-13 15:44:46,210.0,2.0,6.7,3.7,62.2,999.7,110,94.22996542178426,15.770034578215743,3.1,260,260
2023-01-13 15:44:48,212.0,2.0,6.7,3.7,62.0,999.7,110,94.22702015496594,15.772979845034058,1.8,131,132
2023-01-13 15:44:50,214.0,2.0,6.7,3.7,61.9,999.9,109,94.22407488814764,14.77592511185236,0.9,13,13
2023-01-13 15:44:52,216.0,2.0,6.7,3.7,61.7,1000.2,108,94.22112962132933,13.778870378670675,0.9,36,36
2023-01-13 15:44:54,218.0,2.0,6.8,3.8,61.5,1000.2,106,94.21818435451101,11.78181564548899,1.6,324,324
2023-01-13 15:44:56,220.0,2.0,6.7,3.7,61.4,1000.0,108,94.2152390876927,13.784760912307306,3.6,303,304
2023-01-13 15:44:58,222.0,2.0,6.7,3.7,61.4,999.9,109,94.21229382087438,14.787706179125621,3.7,312,313
2023-01-13 15:45:00,224.0,2.0,6.7,3.7,61.3,999.7,110,94.20934855405608,15.790651445943922,4.3,352,352
2023-01-13 15:45:02,226.0,2.0,6.7,3.6,61.3,999.7,110,94.20640328723776,15.793596712762238,5.3,308,308
2023-01-13 15:45:04,228.0,2.0,6.6,3.6,61.3,999.7,110,94.20345802041945,15.796541979580553,6.2,317,317
2023-01-13 15:45:06,230.00000000000003,2.0,6.6,3.6,61.2,999.7,110,94.20051275360113,15.799487246398868,7.6,316,316
2023-01-13 15:45:08,232.00000000000003,2.0,6.5,3.6,61.2,999.5,112,94.19756748678282,17.802432513217184,6.2,320,321
2023-01-13 15:45:10,234.00000000000003,2.0,6.5,3.5,61.1,999.7,112,94.19462221996451,17.805377780035485,5.8,304,304
2023-01-13 15:45:12,236.00000000000003,2.0,6.5,3.5,61.0,999.7,110,94.1916769531462,15.8083230468538,6.7,308,309
2023-01-13 15:45:14,238.00000000000003,2.0,6.5,3.4,60.9,999.7,110,94.18873168632788,15.811268313672116,6.2,313,314
2023-01-13 15:45:16,240.00000000000003,2.0,6.5,3.4,60.9,999.7,110,94.18578641950957,15.814213580490431,5.8,304,305
2023-01-13 15:45:18,242.00000000000003,2.0,6.5,3.4,60.8,999.7,110,94.18284115269125,15.817158847308747,4.9,331,332
2023-01-13 15:45:20,244.00000000000003,2.0,6.5,3.4,60.8,999.7,110,94.17989588587295,15.820104114127048,4.3,299,299
2023-01-13 15:45:22,246.00000000000003,2.0,6.5,3.5,60.8,999.7,110,94.17695061905464,15.823049380945363,2.9,323,324
2023-01-13 15:45:24,248.00000000000003,2.0,6.6,3.5,60.8,999.7,110,94.17400535223632,15.825994647763679,2.5,310,311
2023-01-13 15:45:26,250.00000000000003,2.0,6.6,3.5,60.8,999.7,110,94.171060085418,15.828939914581994,2.6,331,331
2023-01-13 15:45:28,252.00000000000003,2.0,6.6,3.5,60.8,999.9,109,94.16811481859969,14.83188518140031,2.9,301,302
2023-01-13 15:45:30,254.00000000000003,2.0,6.6,3.5,60.8,1000.0,108,94.16516955178139,13.83483044821861,5.4,275,276
2023-01-13 15:45:32,256.0,2.0,6.5,3.5,60.8,1000.2,108,94.16222428496307,13.837775715036926,7.5,310,310
2023-01-13 15:45:34,258.0,2.0,6.5,3.4,60.8,1000.2,106,94.15927901814476,11.840720981855242,9.1,261,262
2023-01-13 15:45:36,260.0,2.0,6.5,3.4,60.8,1000.2,106,94.15633375132644,11.843666248673557,9.1,311,312
2023-01-13 15:45:38,262.0,2.0,6.5,3.4,60.8,1000.5,104,94.15338848450813,9.846611515491873,7.2,292,292
2023-01-13 15:45:40,264.0,2.0,6.5,3.5,60.7,1001.0,100,94.15044321768981,5.849556782310188,4.9,337,337
2023-01-13 15:45:42,266.0,2.0,6.6,3.5,60.7,1001.2,97,94.14749795087151,2.852502049128489,2.1,300,300
2023-01-13 15:45:44,268.0,2.0,6.6,3.6,60.7,1001.5,96,94.1445526840532,1.8554473159468046,0.0,300,301
2023-01-13 15:45:46,270.0,2.0,6.7,3.6,60.8,1001.7,94,94.14160741723488,-0.14160741723488002,0.0,300,301
2023-01-13 15:45:48,272.0,2.0,6.7,3.6,60.9,1001.7,95,94.13866215041656,0.8613378495834354,0.0,300,301
2023-01-13 15:45:50,274.0,2.0,6.7,3.7,61.1,1001.7,95,94.13571688359825,0.8642831164017508,0.0,300,301
2023-01-13 15:45:52,276.0,2.0,6.8,3.8,61.4,1001.7,95,94.13277161677995,0.867228383220052,0.0,300,300
2023-01-13 15:45:54,278.0,2.0,6.8,3.8,61.7,1001.7,95,94.12982634996163,0.8701736500383674,0.4,299,300
2023-01-13 15:45:56,280.0,2.0,6.8,3.9,62.1,1001.7,95,94.12688108314332,0.8731189168566829,1.6,298,299
2023-01-13 15:45:58,282.0,2.0,6.8,3.9,62.5,1001.7,94,94.123935816325,-0.12393581632500172,2.7,298,299
2023-01-13 15:46:00,284.0,2.0,6.8,3.9,63.1,1001.7,94,94.12099054950669,-0.1209905495066863,2.2,298,298
2023-01-13 15:46:02,286.0,2.0,6.8,4.0,63.6,1001.7,94,94.11804528268839,-0.1180452826883851,1.4,298,298
2023-01-13 15:46:04,288.0,2.0,6.8,3.9,64.2,1001.7,94,94.11510001587007,-0.11510001587006968,1.1,298,299
2023-01-13 15:46:06,290.0,2.0,6.8,4.0,64.8,1001.7,93,94.11215474905175,-1.1121547490517543,1.0,298,299
2023-01-13 15:46:08,292.0,2.0,6.8,4.0,65.3,1001.7,94,94.10920948223344,-0.10920948223343885,0.9,298,298
2023-01-13 15:46:10,294.0,2.0,6.8,4.1,65.8,1001.7,94,94.10626421541512,-0.10626421541512343,0.9,298,298
2023-01-13 15:46:12,296.0,2.0,6.8,4.1,66.1,1001.7,94,94.10331894859682,-0.10331894859682222,0.9,298,298
2023-01-13 15:46:14,298.0,2.0,6.8,4.1,66.3,1001.7,94,94.1003736817785,-0.10037368177850681,1.0,298,298
2023-01-13 15:46:16,300.0,2.0,6.8,4.2,66.5,1001.7,93,94.09742841496019,-1.0974284149601914,1.1,298,298
2023-01-13 15:46:18,302.0,2.0,6.8,4.2,66.5,1001.7,93,94.09448314814188,-1.094483148141876,1.0,298,299
2023-01-13 15:46:20,304.0,2.0,6.8,4.2,66.5,1001.7,94,94.09153788132356,-0.09153788132356055,0.8,298,298
2023-01-13 15:46:22,306.0,2.0,6.8,4.2,66.6,1001.7,94,94.08859261450526,-0.08859261450525935,0.9,298,298
2023-01-13 15:46:24,308.0,2.0,6.8,4.2,66.6,1001.7,93,94.08564734768694,-1.085647347686944,1.2,298,298
2023-01-13 15:46:26,310.0,2.0,6.8,4.2,66.6,1001.7,93,94.08270208086863,-1.0827020808686285,1.4,298,298
2023-01-13 15:46:28,312.0,2.0,6.8,4.2,66.6,1001.7,93,94.07975681405031,-1.079756814050313,1.5,298,299
2023-01-13 15:46:30,314.0,2.0,6.8,4.2,66.7,1001.7,93,94.076811547232,-1.0768115472319977,1.4,298,298
2023-01-13 15:46:32,316.0,2.0,6.8,4.2,66.8,1001.9,93,94.0738662804137,-1.0738662804136965,1.3,298,298
2023-01-13 15:46:34,318.0,2.0,6.8,4.2,67.0,1001.7,93,94.07092101359538,-1.070921013595381,1.0,298,299
2023-01-13 15:46:36,320.0,2.0,6.7,4.1,67.2,1001.7,94,94.06797574677707,-0.06797574677706564,1.0,298,299
2023-01-13 15:46:38,322.0,2.0,6.7,4.1,67.3,1001.7,93,94.06503047995875,-1.0650304799587502,1.1,298,298
2023-01-13 15:46:40,324.0,2.0,6.7,4.1,67.3,1001.7,94,94.06208521314043,-0.0620852131404348,0.9,298,298
2023-01-13 15:46:42,326.0,2.0,6.7,4.1,67.3,1001.7,94,94.05913994632212,-0.059139946322119386,0.6,298,299
2023-01-13 15:46:44,328.0,2.0,6.7,4.1,67.2,1001.7,94,94.05619467950382,-0.05619467950381818,1.1,298,298
2023-01-13 15:46:46,330.0,2.0,6.7,4.1,67.1,1001.7,93,94.0532494126855,-1.0532494126855028,1.6,298,298
2023-01-13 15:46:48,332.0,2.0,6.7,4.1,66.9,1001.7,93,94.05030414586719,-1.0503041458671873,1.7,298,298
2023-01-13 15:46:50,334.0,2.0,6.7,4.1,66.7,1001.9,93,94.04735887904887,-1.047358879048872,2.1,278,279
2023-01-13 15:46:52,336.0,2.0,6.7,4.1,66.5,1001.7,94,94.04441361223056,-0.04441361223055651,6.8,97,97
2023-01-13 15:46:54,338.0,2.0,6.7,4.1,66.2,1001.2,97,94.04146834541226,2.9585316545877447,9.3,294,294
2023-01-13 15:46:56,340.0,2.0,6.6,3.9,65.9,1000.7,102,94.03852307859394,7.96147692140606,6.9,9,10
2023-01-13 15:46:58,342.0,2.0,6.6,3.9,65.5,1000.5,104,94.03557781177562,9.964422188224376,7.6,109,110
2023-01-13 15:47:00,344.0,2.0,6.5,3.9,65.1,1000.2,108,94.03263254495731,13.967367455042691,5.3,282,282
2023-01-13 15:47:02,346.0,2.0,6.5,3.9,64.6,999.9,110,94.029687278139,15.970312721861006,3.8,343,343
2023-01-13 15:47:04,348.0,2.0,6.5,3.7,64.1,999.7,110,94.02674201132069,15.973257988679308,4.0,299,299
2023-01-13 15:47:06,350.0,2.0,6.5,3.7,63.6,999.7,110,94.02379674450238,15.976203255497623,5.0,31,31
2023-01-13 15:47:08,352.0,2.0,6.5,3.6,63.2,999.7,110,94.02085147768406,15.979148522315938,6.7,282,283
2023-01-13 15:47:10,354.0,2.0,6.5,3.6,62.8,999.7,110,94.01790621086575,15.982093789134254,4.9,344,344
2023-01-13 15:47:12,356.0,2.0,6.5,3.6,62.5,1000.0,109,94.01496094404743,14.98503905595257,4.3,336,337
2023-01-13 15:47:14,358.0,2.0,6.5,3.6,62.2,999.9,109,94.01201567722913,14.98798432277087,4.8,304,305
2023-01-13 15:47:16,360.0,2.0,6.5,3.6,62.0,1000.0,109,94.00907041041081,14.990929589589186,4.8,331,332
2023-01-13 15:47:18,362.0,2.0,6.5,3.6,61.8,1000.0,108,94.0061251435925,13.993874856407501,5.1,315,315
2023-01-13 15:47:20,364.0,2.0,6.5,3.6,61.6,1000.0,108,94.00317987677418,13.996820123225817,6.0,298,298
2023-01-13 15:47:22,366.0,2.0,6.5,3.5,61.4,1000.0,108,94.00023460995587,13.999765390044132,7.3,333,334
2023-01-13 15:47:24,368.0,2.0,6.5,3.5,61.3,999.9,109,93.99728934313757,15.002710656862433,5.0,349,350
2023-01-13 15:47:26,370.0,2.0,6.5,3.4,61.1,1000.0,108,93.99434407631925,14.005655923680749,3.6,2,3
2023-01-13 15:47:28,372.0,2.0,6.5,3.4,61.0,1000.2,106,93.99139880950094,12.008601190499064,4.8,352,352
2023-01-13 15:47:30,374.0,2.0,6.5,3.4,60.9,1000.4,105,93.98845354268262,11.01154645731738,4.0,43,43
2023-01-13 15:47:32,376.0,2.0,6.5,3.4,60.9,1000.5,105,93.9855082758643,11.014491724135695,3.5,321,322
2023-01-13 15:47:34,378.0,2.0,6.5,3.4,60.9,1000.4,106,93.982563009046,12.017436990953996,4.3,15,16
2023-01-13 15:47:36,380.0,2.0,6.5,3.4,60.8,1000.4,106,93.97961774222769,12.020382257772312,5.2,352,353
2023-01-13 15:47:38,382.0,2.0,6.5,3.4,60.8,1000.2,106,93.97667247540937,12.023327524590627,5.3,256,257
2023-01-13 15:47:40,384.0,2.0,6.5,3.4,60.8,1000.0,109,93.97372720859106,15.026272791408942,5.3,269,269
2023-01-13 15:47:42,386.0,2.0,6.5,3.4,60.8,999.7,112,93.97078194177274,18.029218058227258,4.5,348,348
2023-01-13 15:47:44,388.0,2.0,6.5,3.4,60.8,999.7,110,93.96783667495443,16.032163325045573,4.4,273,274
2023-01-13 15:47:46,390.0,2.0,6.5,3.4,60.8,1000.2,108,93.96489140813613,14.035108591863874,4.6,287,288
2023-01-13 15:47:48,392.0,2.0,6.5,3.4,60.8,1000.0,108,93.96194614131781,14.03805385868219,5.5,16,16
2023-01-13 15:47:50,394.0,2.0,6.5,3.4,60.8,999.5,112,93.9590008744995,18.040999125500505,5.5,261,262
2023-01-13 15:47:52,396.0,2.0,6.5,3.4,60.8,999.0,117,93.95605560768118,23.04394439231882,5.2,17,18
2023-01-13 15:47:54,398.0,2.0,6.5,3.4,60.8,998.7,119,93.95311034086286,25.046889659137136,5.2,296,296
2023-01-13 15:47:56,400.0,2.0,6.4,3.4,60.8,998.5,120,93.95016507404456,26.049834925955437,4.6,297,297
2023-01-13 15:47:58,402.0,2.0,6.4,3.4,60.9,998.5,121,93.94721980722625,27.052780192773753,5.4,310,311
2023-01-13 15:48:00,404.0,2.0,6.4,3.4,60.9,998.5,121,93.94427454040793,27.055725459592068,5.7,1,2
2023-01-13 15:48:02,406.0,2.0,6.4,3.4,60.9,998.5,121,93.94132927358962,27.058670726410384,5.3,325,325
2023-01-13 15:48:04,408.0,2.0,6.4,3.4,60.8,998.5,122,93.9383840067713,28.0616159932287,6.4,299,300
2023-01-13 15:48:06,410.0,2.0,6.4,3.4,60.8,998.5,120,93.935438739953,26.064561260047,5.1,302,303
2023-01-13 15:48:08,412.0,2.0,6.4,3.4,60.8,998.7,118,93.93249347313468,24.067506526865316,3.9,341,342
2023-01-13 15:48:10,414.0,2.0,6.4,3.4,60.8,999.0,117,93.92954820631637,23.07045179368363,3.4,312,313
2023-01-13 15:48:12,416.0,2.0,6.4,3.4,60.8,999.2,115,93.92660293949805,21.073397060501946,3.6,305,306
2023-01-13 15:48:14,418.0,2.0,6.5,3.4,60.8,999.4,113,93.92365767267974,19.076342327320262,3.5,323,323
2023-01-13 15:48:16,420.0,2.0,6.5,3.4,60.8,999.2,114,93.92071240586144,20.079287594138563,4.6,274,275
2023-01-13 15:48:18,422.0,2.0,6.5,3.4,60.8,999.0,118,93.91776713904312,24.08223286095688,4.4,349,349
